serial_number,model,location,status,condition
JAE1943015E,N7K-M148GS-11L,8.1.12.3.B,InStock,USEB
JAE1943016X,N7K-M148GS-11L,8.1.12.3.B,InStock,USEB
JAE19410151,N7K-M148GS-11L,8.1.12.3.B,InStock,USEB
PHK1729034L,AIR-ANT2544V4M-R,8.BOX.0011,InStock,USEB
IPS010881,3G-ANTM-OUT-OM,8.BOX.0011,InStock,USEB
VDF0550S1RV,AIR-BR350-SS-A,8.BOX.0011,InStock,USEB
FOC122544R1,AIR-ANT2465P-R,8.BOX.0011,InStock,USEB
FOC19021W5Z,AIR-ANT2524V4C-R,8.BOX.0011,InStock,USEB
MAS16380255,AIR-ANT2451NV-R,8.BOX.0011,InStock,USEB
MAS17490664,AIR-ANT2566P4W-R,8.BOX.0011,InStock,USEB
MAS17381103,AIR-ANT2566P4W-R,8.BOX.0011,InStock,USEB
MAS17371476,AIR-ANT2566P4W-R,8.BOX.0011,InStock,USEB
MAS16480719,AIR-ANT2566P4W-R,8.BOX.0011,InStock,USEB
IPS008400,AIR-ANT2440NV-R,8.BOX.0011,InStock,USEB
IPS000475,AIR-ANT2440NV-R,8.BOX.0011,InStock,USEB
PHK172903HW,AIR-ANT2544V4M-R#AIR-ANT2544V4M-R,8.BOX.0011,InStock,USEB
PHK17290370,AIR-ANT2544V4M-R,8.BOX.0011,InStock,USEB
PHK173503PP,AIR-ANT2544V4M-R,8.BOX.0011,InStock,USEB
PHK1738036E,AIR-ANT2544V4M-R,8.BOX.0011,InStock,USEB
PHK173503PR,AIR-ANT2544V4M-R,8.BOX.0011,InStock,USEB
PHK173401YF,AIR-ANT2544V4M-R,8.BOX.0011,InStock,USEB
PHK1729036T],AIR-ANT2544V4M-R,8.BOX.0011,InStock,USEB
FDO1116Y10K,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
e,e#JV,w,InStock,USEB
JHY0731K2VF,CISCO2620XM,8.1.12.3.A,InStock,USEB
CAT1030ZKJJ,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0915X0D3,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1139Y26C,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1139Y145,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0906N1H7,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1113ZJ87,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0906N1K8,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1250Y4Y1,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1242Z22G,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0930Z24L,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1419Y0MH,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0937Z324,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1008R2A1,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1026RHB9,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEC
FDO1217X18K,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1114ZGN7,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1139Y1L8,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116Y12H,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1139Y1PJ,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1139Y1QD,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1139Y13T,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116X1CE,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116X190,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116Y12K,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116X0RL,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116X1C2,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116X1CJ,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1139Y15W,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116X0Q6,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1139Y155,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1113ZK5P,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116Y0Y3,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1139Y23Y,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116X1CV,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1139Y1Q8,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1139Y1QF,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116Y0YQ,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116Y0VK,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1139Y1PR,WS-C3560-48PS-S#WS-C3560-48PS-S-1,8.1.1.1.A,InStock,USEB
FDO1116X1BK,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1139Y166,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1126Y0RF,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1139Y168,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1139Y1L4,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1139Y13C,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116Y10N,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1117NH5Z,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0943Z1G4,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116Y11A,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1131RHWS,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1109RGVU,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0919X1XD,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1026RHCC,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1127Z5B6,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0904R1S5,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0842K0YP,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1004R2SM,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1135Y3HC,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0847R19R,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1019R16V,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0903N04X,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116X0K1,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0951R2NJ,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1113ZJLR,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1114ZGM9,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1114ZGMX,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1126Y007,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116X1DH,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1023R493,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1223Y3Z3,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1008R2S9,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1317Y2BX,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1131Y1W0,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1003Z564,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1244Y1GK,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1225Z1ZY,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1252Y3DB,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1252Y3CT,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1252Y3E9,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1252Y3D2,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0925Y0NS,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1215X14H,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1349X31T,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0919X1YC,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1215X11P,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1244Y1ZY,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1003R42T,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1019N4DW,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1125Y3A9,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1028RKV8,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0910R0SX,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1225Z211,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1225Y3EM,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1126Y013,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0943R1G1,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0922Z297,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1244Y1FX,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1135Y2WB,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0943Z1BQ,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1110RHFB,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1149Z97C,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1225X2ZU,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1401R0UF,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1019R6C,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1138Z55Q,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1019R0VB,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1138Z55S,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0906N1M3,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0906N1ES,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0906N1KU,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0906N13S,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1401R0R6,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1334X1A0,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1018R3AV,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1008R146,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
1CAT0906N1MC,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1144X13B,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0915X09J,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0913Y24H,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1030ZKJT,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116X1BM,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1139Y13R,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116X1CQ,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116X18F,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116Y0Z3,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1139Y14P,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1115X1BR,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0943R1G4,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0941N1BL,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1047RH9M,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0903N02V,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1138Z55R,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0930N1SY,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1225Z1VL,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1026RHBR,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1026ZHC3,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1124Z7CE,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1405X1ZC,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1419Y0F6,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1131Y12S,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0925K0RA,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0824R21Y,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1019N4DK,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1425X4EY,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1019N4D6,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1425X4EG,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1419Y0MK,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1425X4HU,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1227X1GC,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1207X4H1,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0926K0BU,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEC
CAT1129RGWL,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1230Y0VB,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0922Z28Z,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1308X20J,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116X0U8,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116X0RR,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1144Y1XZ,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1113ZJNA,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1113ZJMG,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1113ZJQE,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0943Z1JJ,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1116Y12E,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1036NMMB,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0826N219,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0930Z22V,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT0817Y0GD,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1014R13U,WS-C3560-48PS-S#WS-C3560-48PS-E,8.1.1.1.A,InStock,USEB
FDO1221X0FR,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1128NHWD,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
CAT1033NKPG,WS-C3560-48PS-S,8.1.1.1.A,InStock,USEB
FDO1204Y5BA,WS-C3560-24PS-S,8.1.1.1.A,InStock,USEB
FGL170610RM,C2921-WAASX/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL170610QD,C2921-WAASX/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL1832122U,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL183610N1,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL1904109R,C2921-AX/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL19261239,C2921-AX/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL213481CD,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL201810V1,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL214280XK,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL164211F4,CISCO2921-SEC/K9#CISCO2921,8.1.1.2.A,InStock,USEB
FGL184111KB,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL185110R2,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL1835117A,C2921-AX/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL1826107V,C2921-WAASX/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL2206818H,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL17031013,CISCO2951/K9,8.1.1.2.A,InStock,USEB
FGL2009116T,CISCO2921-SEC/K9#CISCO2921,8.1.1.2.A,InStock,USEB
FGL164110NY,CISCO2921/K9#CISCO2921,8.1.1.2.A,InStock,USEB
FGL175011FW,CISCO2921-SEC/K9#CISCO2921,8.1.1.2.A,InStock,USEB
FGL182210N1,CISCO2921-V/K9,8.1.1.2.A,InStock,USEB
FGL1530116T,C2921-VSEC/K9,8.1.1.2.A,InStock,USEB
FGL172112FZ,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL175011DT,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL175011E7,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FHK1439F1U6,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL163413DN,CISCO2921-V/K9,8.1.1.2.A,InStock,USEB
FGL170610SU,C2921-WAASX-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL162011QV,C2921-CME-SRST/K9,8.1.1.2.A,InStock,USEB
FGL184111B6,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL17221315,CISCO2921-V/K9#CISCO2921,8.1.1.2.A,InStock,USEB
FGL1851114X,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL164311K3,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL16191146,C2921-VSEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL150210NY,CISCO2921-V/K9,8.1.1.2.A,InStock,USEC
FGL161113YY,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL2016117K,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FHK1439F2MD,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL2103114X,CISCO2921-V/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL201810KM,C1-CISCO2921/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL1717104P,C2921-VSEC-SRE/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL163112BQ,C2921-VSEC/K9,8.1.1.2.A,InStock,USEB
FGL171810UB,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL16101089,C2921-CME-SRST/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL2103115Q,CISCO2921-V/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL1619114E,C2921-VSEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL1619114D,C2921-VSEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FHK1438F21H,C2921-CME-SRST/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL1851117M,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL182911PA,C2921-AX/K9,8.1.1.2.A,InStock,USEB
FGL1717104K,C2921-VSEC-SRE/K9,8.1.1.2.A,InStock,USEB
FGL1830112U,CISCO2921-V/K9,8.1.1.2.A,InStock,USEB
FGL170611GD,C2921-VSEC-SRE/K9,8.1.1.2.A,InStock,USEB
FHK1439F1TR,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL1830112V,CISCO2921-V/K9,8.1.1.2.A,InStock,USEB
FGL164314KG,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL16321254,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL16321293,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL1837113U,C2921-VSEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL1717104T,C2921-VSEC-SRE/K9,8.1.1.2.A,InStock,USEB
FGL171712JS,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL164311LL,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL1643122E,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL150210N9,C2921-CME-SRST/K9,8.1.1.2.A,InStock,USEB
FGL182911NX,C2921-AX/K9,8.1.1.2.A,InStock,USEB
FTX1351AJ0C,C2921-VSEC/K9,8.1.1.2.A,InStock,USEB
FHK1417F2D1,CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL170710GQ,C2921-VSEC-SRE/K9,8.1.1.2.A,InStock,USEB
FGL164311LT,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL1632129E,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL162711DQ,CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL150210GH,C2921-VSEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL1950127E,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL164314JT,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL164314H1,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL1525135T,CISCO2921-V/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL1717104G,C2921-VSEC-SRE/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL163112BL,C2921-VSEC/K9,8.1.1.2.A,InStock,USEB
FGL170913Z6,C2921-VSEC/K9,8.1.1.2.A,InStock,USEB
FGL1702121Q,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL193811NV,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL170610QM,C2921-WAASX/K9,8.1.1.2.A,InStock,USEB
FGL164311QL,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL2108111D,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL1743122Z,C2921-AX/K9,8.1.1.2.A,InStock,USEB
FGL173710T3,CISCO2921-HSEC+/K9,8.1.1.2.A,InStock,USEB
FGL162912ST,CISCO2921-V/K9,8.1.1.2.A,InStock,USEB
FGL164314LN,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL154210G8,C2921-VSEC/K9,8.1.1.2.A,InStock,USEB
FGL1529109K,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FCZ1516211N,C2921-CME-SRST/K9,8.1.1.2.A,InStock,USEB
FGL16421256,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL164114BQ,C2921-VSEC/K9,8.1.1.2.A,InStock,USEB
FGL1632124T,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FHK1447F2JR,CISCO2921-V/K9,8.1.1.2.A,InStock,USEB
FGL164311HQ,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL1647106S,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL182911P2,C2921-AX/K9,8.1.1.2.A,InStock,USEB
FGL16071426,C2921-CME-SRST/K9,8.1.1.2.A,InStock,USEB
FGL163413B9,C2921-VSEC/K9,8.1.1.2.A,InStock,USEB
FTX1522AJQ3,CISCO2921-SEC/K9,8.1.1.2.A,InStock,USEB
FGL170913M0,C2921-VSEC/K9,8.1.1.2.A,InStock,USEB
FGL220681CJ,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL1717104Q,C2921-VSEC-SRE/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL1717104H,C2921-VSEC-SRE/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL162311GW,CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL214582AG,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL194311YZ,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL171312A0,C2921-VSEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL2141821X,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL192611UQ,C2921-AX/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL195010LP,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL1847107M,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL220880KE,CISCO2921-SEC/K9#CISCO2921/K9,8.1.1.2.A,InStock,USEB
FGL1826104P,CISCO2921/K9,8.1.1.2.A,InStock,USEB
JAF1739BFAA,N7K-C7010-FAB-2,8.1.12.3.B,InStock,USEB
JAF1736AQJB,N7K-C7010-FAB-2,8.1.12.3.B,InStock,USEB
JAF1739BEQE,N7K-C7010-FAB-2,8.1.12.3.B,InStock,USEB
IPS010889,N7K-C7010-AFLT,8.BOX.0012,InStock,USEB
IPS010890,N7K-C7010-AFLT,8.BOX.0012,InStock,USEB
IPS010891,N7K-C7010-AFLT,8.BOX.0012,InStock,USEB
IPS010892,N7K-C7010-FD-MB,8.BOX.0012,InStock,USEB
IPS010893,N7K-C7010-FD-MB,8.BOX.0012,InStock,USEB
FGL231611UH,C1117-4PLTELAWZ,8.1.11.1.A,InStock,USEB
123,IDS-PWR=,test,InStock,USEA
jv,1#JV,1,InStock,USEB
JV,JV,k,InStock,USEB
JAF1511CASD,N7K-M108X2-12L=,8.1.12.3.B,InStock,USEB
JAF1751AJGQ,N7K-M108X2-12L,8.1.12.3.B,InStock,USEB
JAF1741AFRF,N7K-M224XP-23L=,8.1.12.3.B,InStock,USEB
JAF1432BEBM,N7K-M108X2-12L=,8.1.12.3.B,InStock,USEB
JAF1750BHCK,N7K-M108X2-12L#N7K-M108X2-12,8.1.12.3.B,InStock,USEB
JAF1724AJPH,N7K-M108X2-12L,8.1.12.3.B,InStock,USEB
JAF1751ANDS,N7K-SUP2E,8.1.12.3.B,InStock,USEB
JAF1302AAJG,N7K-M148GS-11,8.1.12.3.B,InStock,USEB
JAE1938016L,N7K-F248XP-25E,8.1.12.3.B,InStock,USEB
JAE194005A7,N7K-F248XP-25E,8.1.12.3.B,InStock,USEB
JAE1943000Z,N7K-F248XP-25E,8.1.12.3.B,InStock,USEB
JAE194401ZE,N7K-F248XP-25E,8.1.12.3.B,InStock,USEB
